name,brand,generation,tdp,cables,vram,pcie,year
Color Emulation Card,0,Wonder,,,0.000032,ISA 8-bit,1986
Graphics Solution,0,Wonder,,,0.000064,ISA 8-bit,1986
EGA Wonder 800+,0,Wonder,,,0.00025,ISA 8-bit,1988
Graphics Solution Plus,0,Wonder,,,0.000064,ISA 8-bit,1987
VGA Improved Performance,0,Wonder,,,0.00025,ISA 8-bit,1987
EGA Wonder 480,0,Wonder,,,0.00025,ISA 8-bit,1988
VGA Wonder,0,Wonder,,,0.00025,ISA 8-bit,1990
8514-Ultra,0,Mach,,,0.001,ISA 16-bit,1992
Graphics Ultra,0,Mach,,,0.001,ISA 16-bit,1992
Graphics Ultra Pro ISA,0,Mach,,,0.002,ISA 16-bit,1992
Graphics Vantage,0,Mach,,,0.001,ISA 16-bit,1992
Graphics Wonder PCI,0,Mach,,,0.001,PCI,1992
Graphics Wonder VLB,0,Mach,,,0.001,VLB,1992
VGA Wonder XL24,0,Wonder,,,0.001,ISA 16-bit,1992
Graphics Ultra Pro PCI,0,Mach,,,0.001,PCI,1993
Graphics Ultra Pro VLB,0,Mach,,,0.001,VLB,1993
Graphics Ultra XLR VLB,0,Mach,,,0.001,VLB,1993
Playstation GPU 600nm,7,Console GPU(Sony),11.0,,0.001,,1994
NV1,4,NV1,2.0,,0.002,PCI,1995
STG-2000,4,NV1,2.0,,0.001,PCI,1995
Graphics Pro Turbo,0,Mach,,,0.002,PCI,1995
Graphics Xpression,0,Mach,,,0.002,PCI,1995
Graphics Xpression ISA,0,Mach,,,0.002,PCI,1995
Video Xpression,0,Mach,,,0.001,PCI,1996
WinBoost,0,Mach,,,0.002,PCI,1995
WinCharger,0,Mach,,,0.002,PCI,1995
WinTurbo,0,Mach,,,0.002,PCI,1995
3D Rage,0,Mach,,,0.002,PCI,1996
3D Rage II,0,Mach,,,0.004,PCI,1996
3D Rage II+ DVD,0,Mach,,,0.004,PCI,1996
All-In-Wonder 3D Rage II+ DVD,0,Mach,,,0.004,PCI,1996
Voodoo Graphics 4 MB,5,Voodoo1,15.0,,0.004,PCI,1996
Riva 128,4,Riva,4.0,,0.004,AGP 2x,1997
Riva 128 PCI,4,Riva,4.0,,0.004,PCI,1997
3D Rage IIC AGP,0,Rage 2,,,0.004,AGP 2x,1997
3D Rage IIC PCI,0,Rage 2,,,0.002,PCI,1997
3D Rage PRO AGP,0,Rage 3,,,0.002,AGP 1x,1997
3D Rage PRO AGP 2X,0,Rage 3,,,0.002,AGP 2x,1997
3D Rage PRO PCI,0,Rage 3,,,0.008,PCI,1997
Rage LT PRO AGP,0,Mach,,,0.008,AGP 2x,1997
Rage PRO Turbo AGP,0,Rage 3,,,0.004,AGP 1x,1997
Rage PRO Turbo PCI,0,Rage 3,,,0.008,PCI,1997
XPert XL AGP 2X,0,Rage 3,,,0.002,AGP 2x,1997
Playstation GPU 350nm,7,Console GPU(Sony),10.0,,0.001,,1997
Riva 128ZX,4,Riva,,,0.008,AGP 2x,1998
Riva TNT,4,Fahrenheit,,,0.016,AGP 2x,1998
i740,2,i740,,,0.004,AGP 2x,1998
i740 8 MB,2,i740,,,0.008,AGP 2x,1998
i740 Graphics,2,i740,,,,AGP 2x,1998
i752 Graphics,2,Generation 1.0,,,,AGP 2x,1998
Rage 128 GL,0,Rage 4,,,0.032,AGP 2x,1998
Rage 128 GL PCI,0,Rage 4,,,0.032,PCI,1998
Rage 128 PRO Ultra GL,0,Rage 4,,,0.016,AGP 4x,1998
Rage 128 VR AGP,0,Rage 4,,,0.032,AGP 2x,1998
Rage 128 VR PCI,0,Rage 4,,,0.032,PCI,1998
Rage XL PCI,0,Rage 3,,,0.008,PCI,1999
Voodoo Banshee AGP 16 MB,5,Voodoo Banshee,15.0,,0.016,AGP 1x,1998
Voodoo Banshee PCI 16 MB,5,Voodoo Banshee,15.0,,0.016,PCI,1998
Voodoo2 12 MB,5,Voodoo2,15.0,,0.012,PCI,1998
Voodoo2 8 MB,5,Voodoo2,15.0,,0.008,PCI,1998
Marvel G200,3,G200,,,0.008,AGP 2x,1998
Millennium G200,3,G200,,,0.008,PCI,1998
Millennium G200 SD,3,G200,,,0.008,PCI,1998
Mystique G200,3,G200,,,0.008,AGP 2x,1998
Productiva G100,3,G100,,,0.002,AGP 2x,1998
GeForce 256 DDR,4,Celsius,,,0.032,AGP 4x,1999
GeForce 256 SDR,4,Celsius,,,0.032,AGP 4x,1999
Quadro,4,Celsius,,,0.032,AGP 4x,1999
Riva TNT2,4,Fahrenheit,,,0.016,AGP 4x,1999
Riva TNT2 M64,4,Fahrenheit,,,0.016,AGP 4x,1999
Riva TNT2 M64 Vanta,4,Fahrenheit,,,0.016,AGP 4x,1999
Riva TNT2 M64 Vanta-16,4,Fahrenheit,,,0.016,AGP 4x,1999
Riva TNT2 PRO,4,Fahrenheit,,,0.032,AGP 4x,1999
Riva TNT2 Ultra,4,Fahrenheit,,,0.032,AGP 4x,1999
i752,2,Generation 1.0,,,0.016,AGP 2x,1999
i810 Graphics,2,Generation 1.0,,,,FSB,1999
All-In-Wonder 128,0,Rage 4,,,0.032,AGP 4x,1999
All-In-Wonder 128 PCI,0,Rage 4,,,0.016,PCI,1999
All-In-Wonder 128 PRO,0,Rage 4,,,0.032,AGP 4x,1999
All-In-Wonder 128 PRO Ultra,0,Rage 4,,,0.032,AGP 4x,1999
Fire GL1,0,IBM,,,0.032,AGP 2x,1999
Rage 128 PRO,0,Rage 4,,,0.032,AGP 4x,1999
Rage 128 PRO Ultra,0,Rage 4,,,0.032,AGP 4x,1999
Rage 128 Ultra,0,Rage 4,,,0.016,AGP 4x,1999
Rage Fury,0,Rage 4,,,0.032,AGP 2x,1999
Rage Fury MAXX,0,Rage 4,,,0.032,AGP 4x,1999
Rage Mobility 128 AGP 2X,0,Rage 4,,,0.016,AGP 2x,1999
Rage Mobility 128 AGP 4X,0,Rage 4,,,0.016,AGP 4x,1999
Rage Mobility-CL,0,Rage 4,,,0.008,AGP 2x,1999
Rage Mobility-M,0,Rage 4,,,0.004,AGP 2x,1999
Rage Mobility-M1,0,Rage 4,,,0.008,AGP 2x,1999
Rage Mobility-M3,0,Rage 4,,,0.008,AGP 2x,1999
Rage Mobility-M4,0,Rage 4,,,0.016,AGP 4x,1999
Rage Mobility-P,0,Rage 4,,,0.008,AGP 2x,1999
Velocity 100,5,Voodoo3,15.0,,0.008,AGP 2x,1999
Voodoo3 1000 AGP,5,Voodoo3,15.0,,0.016,AGP 2x,1999
Voodoo3 2000 AGP,5,Voodoo3,15.0,,0.016,AGP 2x,1999
Voodoo3 2000 PCI,5,Voodoo3,15.0,,0.016,PCI,1999
Voodoo3 3000 AGP,5,Voodoo3,15.0,,0.016,AGP 2x,1999
Voodoo3 3000 PCI,5,Voodoo3,15.0,,0.016,PCI,1999
Voodoo3 3500 TV AGP,5,Voodoo3,15.0,,0.016,AGP 2x,1999
Marvel G400-TV,3,G400,,,0.016,PCI,1999
Millennium G200A,3,G200,,,0.008,PCI,1999
Millennium G250,3,G200,,,0.008,PCI,1999
Millennium G400,3,G400,,,0.032,PCI,1999
Millennium G400 MAX,3,G400,,,0.032,PCI,1999
GeForce2 Go,4,Celsius,2.0,,0.064,AGP 4x,2000
GeForce2 GTS,4,Celsius,,,0.032,AGP 4x,2000
GeForce2 GTS PRO,4,Celsius,,,0.032,AGP 4x,2000
GeForce2 MX,4,Celsius,,,0.032,AGP 4x,2000
GeForce2 MX DH Pro TV,4,Celsius,,,0.032,AGP 4x,2000
GeForce2 MX DH Pro TV PCI,4,Celsius,,,0.032,PCI,2000
GeForce2 MX PCI,4,Celsius,,,0.032,PCI,2000
GeForce2 PRO,4,Celsius,,,0.064,AGP 4x,2000
GeForce2 Ultra,4,Celsius,,,0.064,AGP 4x,2000
Quadro2 MXR,4,Celsius,,,0.032,AGP 4x,2000
Quadro2 MXR Low Profile,4,Celsius,,,0.032,AGP 4x,2000
Vanta LT,4,Fahrenheit,,,0.008,AGP 2x,2000
i815 Graphics,2,Generation 1.0,,,,FSB,2000
All-In-Wonder Radeon 7200,0,Rage 6,,,0.032,PCI,2000
Fire GL2,0,IBM,,,0.064,AGP 4x,2000
Fire GL3,0,IBM,,,0.128,AGP 4x,2000
GameCube GPU,0,Rage 5,45.0,,0.016,,2000
Radeon 7200,0,Rage 6,23.0,,0.032,AGP 4x,2000
Radeon 7200 64 MB,0,Rage 6,23.0,,0.064,AGP 4x,2000
Radeon DDR,0,Rage 6,23.0,,0.032,AGP 4x,2000
Radeon DDR MAXX,0,Rage 6,,1x Molex,0.032,AGP 2x,2000
Radeon SDR,0,Rage 6,23.0,,0.032,AGP 4x,2000
Radeon SDR PCI,0,Rage 6,23.0,,0.032,PCI,2000
Voodoo4 4500 AGP,5,Voodoo Scalable,15.0,,0.032,AGP 4x,2000
Voodoo4 4500 PCI,5,Voodoo Scalable,15.0,,0.032,PCI,2000
Voodoo5 5500 AGP,5,Voodoo Scalable,30.0,1x Molex,0.032,AGP 2x,2000
Voodoo5 5500 PCI,5,Voodoo Scalable,30.0,1x Molex,0.032,PCI,2000
Millennium G450,3,G400,,,0.032,PCI,2000
Millennium G450 LP,3,G400,,,0.032,AGP 4x,2000
Playstation 2 GPU 250nm,7,Console GPU(Sony),79.0,,0.004,,2000
GeForce2 Go 100,4,Celsius,2.0,,0.016,AGP 4x,2001
GeForce2 Go 200,4,Celsius,2.0,,0.032,AGP 4x,2001
GeForce2 MX + nForce 220,4,Celsius,,,,AGP 4x,2001
GeForce2 MX + nForce 420,4,Celsius,,,,AGP 4x,2001
GeForce2 MX 200,4,Celsius,,,0.032,AGP 4x,2001
GeForce2 MX 200 LP,4,Celsius,,,0.032,AGP 4x,2001
GeForce2 MX 200 PCI,4,Celsius,,,0.064,PCI,2001
GeForce2 MX 400,4,Celsius,,,0.032,AGP 4x,2001
GeForce2 MX 400 PCI,4,Celsius,,,0.032,PCI,2001
GeForce2 Ti,4,Celsius,,,0.064,AGP 4x,2001
GeForce3,4,Kelvin,,,0.064,AGP 4x,2001
GeForce3 Ti200,4,Kelvin,,,0.064,AGP 4x,2001
GeForce3 Ti500,4,Kelvin,,,0.064,AGP 4x,2001
Quadro DCC,4,Kelvin,,,0.064,AGP 4x,2001
Quadro2 Go,4,Celsius,,,0.032,AGP 4x,2001
Quadro2 Pro,4,Celsius,,,0.064,AGP 4x,2001
Xbox GPU,4,Kelvin,,,0.064,,2001
i830M Graphics,2,Generation 1.0,,,,FSB,2001
All-In-Wonder Radeon 8500,0,Rage 7,,,0.128,AGP 8x,2001
All-In-Wonder Radeon 8500DV,0,Rage 7,,,0.064,AGP 8x,2001
Fire GL4,0,IBM,,,0.128,AGP Pro 8x,2001
FireGL 8700,0,Rage 7,,,0.064,AGP 4x,2001
FireGL 8800,0,Rage 7,,,0.128,AGP 4x,2001
Mobility FireGL 7800,0,Rage 7,27.0,,0.064,AGP 4x,2001
Mobility Radeon 7500,0,Rage 7,27.0,,0.032,AGP 4x,2001
Mobility Radeon 7500C,0,Rage 7,27.0,,0.016,AGP 4x,2001
Radeon 7000,0,Rage 6,23.0,,0.032,AGP 4x,2001
Radeon 7000 PCI,0,Rage 6,23.0,,0.032,PCI,2001
Radeon 7500,0,Rage 7,23.0,,0.064,AGP 4x,2001
Radeon 7500 LE,0,Rage 7,23.0,,0.064,AGP 4x,2001
Radeon 8500,0,Rage 7,23.0,,0.064,AGP 4x,2001
Radeon DDR VIVO,0,Rage 6,,,0.064,AGP 4x,2001
Radeon DDR VIVO OEM,0,Rage 6,,,0.064,AGP 4x,2001
Radeon DDR VIVO SE,0,Rage 6,,Floppy,0.064,AGP 4x,2001
Radeon LE,0,Rage 6,,,0.032,AGP 4x,2001
Radeon VE AGP,0,Rage 6,23.0,,0.032,AGP 4x,2001
Radeon VE PCI,0,Rage 6,23.0,,0.032,PCI,2001
Millennium G550,3,G500,,,0.032,AGP 4x,2001
Millennium G550 PCIe,3,G500,,,0.032,PCIe 1.0 x1,2001
Playstation 2 GPU 180nm,7,Console GPU(Sony),79.0,,0.004,,2001
GeForce4 410 Go,4,Celsius,,,0.016,AGP 4x,2002
GeForce4 420 Go,4,Celsius,,,0.032,AGP 4x,2002
GeForce4 440 Go,4,Celsius,,,0.064,AGP 4x,2002
GeForce4 448 Go,4,Celsius,,,0.064,AGP 8x,2002
GeForce4 460 Go,4,Celsius,,,0.064,AGP 4x,2002
GeForce4 488 Go,4,Celsius,,,0.064,AGP 8x,2002
GeForce4 Go 4200,4,Kelvin,,,0.064,AGP 8x,2002
GeForce4 MX + nForce2,4,Celsius,,,,AGP 4x,2002
GeForce4 MX 420,4,Celsius,,,0.064,AGP 4x,2002
GeForce4 MX 420 PCI,4,Celsius,,,0.064,PCI,2002
GeForce4 MX 440,4,Celsius,,,0.064,AGP 4x,2002
GeForce4 MX 440 Mac Edition,4,Celsius,,,0.064,AGP 4x,2002
GeForce4 MX 440-8x,4,Celsius,,,0.064,AGP 8x,2002
GeForce4 MX 440-SE,4,Celsius,,,0.064,AGP 4x,2002
GeForce4 MX 460,4,Celsius,,,0.064,AGP 4x,2002
GeForce4 Ti 4200,4,Kelvin,,,0.064,AGP 4x,2002
GeForce4 Ti 4200-8X,4,Kelvin,,,0.064,AGP 8x,2002
GeForce4 Ti 4400,4,Kelvin,,,0.128,AGP 4x,2002
GeForce4 Ti 4600,4,Kelvin,,,0.128,AGP 4x,2002
Quadro4 380 XGL,4,Celsius,,,0.128,AGP 8x,2002
Quadro4 500 Go GL,4,Celsius,,,0.064,AGP 4x,2002
Quadro4 500 XGL,4,Celsius,,,0.128,AGP 4x,2002
Quadro4 550 XGL,4,Celsius,,,0.064,AGP 4x,2002
Quadro4 580 XGL,4,Celsius,,,0.064,AGP 8x,2002
Quadro4 700 XGL,4,Kelvin,,,0.064,AGP 4x,2002
Quadro4 750 XGL,4,Kelvin,,,0.128,AGP 4x,2002
Quadro4 900 XGL,4,Kelvin,,,0.128,AGP 4x,2002
Quadro4 980 XGL,4,Kelvin,,,0.128,AGP 8x,2002
Extreme Graphics,2,Generation 2.0,,,,FSB,2002
i830MG Graphics,2,Generation 1.0,,,,FSB,2002
All-In-Wonder 9500,0,R300,,,0.128,AGP 8x,2002
All-In-Wonder Radeon 7500,0,Rage 7,,,0.064,AGP 8x,2002
All-In-Wonder Radeon 7500 VE,0,Rage 7,,,0.064,PCI,2002
FireGL 9500 Z1-128,0,R300,,,0.128,AGP 8x,2002
FireGL 9700 X1-128,0,R300,,,0.128,AGP 8x,2002
FireGL 9700 X1-256,0,R300,37.0,,0.25,AGP 8x,2002
FireGL 9700 X1-256p,0,R300,37.0,,0.25,AGP Pro 8x,2002
Mobility FireGL 9000,0,Rage 7,,,0.064,AGP 4x,2002
Mobility Radeon 9000,0,Rage 7,,,0.064,AGP 4x,2002
Mobility Radeon-P,0,Rage 6,,,0.032,AGP 4x,2002
Radeon 7500 Mac Edition,0,Rage 7,23.0,,0.032,AGP 4x,2002
Radeon 8500 LE,0,Rage 7,23.0,,0.064,AGP 4x,2002
Radeon 9000,0,Rage 7,28.0,,0.064,AGP 4x,2002
Radeon 9000 LE,0,Rage 7,28.0,,0.064,AGP 4x,2002
Radeon 9000 PRO,0,Rage 7,28.0,,0.128,AGP 4x,2002
Radeon 9500 PRO,0,R300,,,0.128,AGP 8x,2002
Radeon 9700,0,R300,37.0,Floppy,0.128,AGP 8x,2002
Radeon 9700 PRO,0,R300,,Floppy,0.128,AGP 8x,2002
Radeon 9700 PRO X4,0,R300,,2x Molex,0.128,PCI,2002
Radeon IGP 320,0,Rage 6,,,,AGP 4x,2002
Radeon IGP 320M,0,Rage 6,,,,AGP 4x,2002
Radeon IGP 330M,0,Rage 6,,,,AGP 4x,2002
Radeon IGP 340,0,Rage 6,,,,AGP 4x,2002
Radeon IGP 340M,0,Rage 6,,,,AGP 4x,2002
Radeon IGP 345M,0,Rage 6,,,,AGP 4x,2002
Radeon IGP 350M,0,Rage 6,,,,AGP 4x,2002
Millennium G450 x2 MMS,3,G400,,,0.032,PCI,2002
Millennium G450 x4 MMS,3,G400,,,0.032,PCI,2002
Parhelia 128 MB,3,Parhelia,,,0.128,AGP 8x,2004
Parhelia 256 MB,3,Parhelia,,,0.25,AGP 8x,2004
GeForce 6200 AGP,4,Curie,,,0.25,AGP 8x,2005
GeForce FX 5100,4,Rankine,,,0.064,AGP 8x,2003
GeForce FX 5200,4,Celsius,,,0.128,AGP 8x,2003
GeForce FX 5200 LE,4,Rankine,,,0.128,AGP 8x,2003
GeForce FX 5200 PCI,4,Rankine,,,0.25,PCI,2003
GeForce FX 5200 Rev. 2,4,Rankine,,,0.128,AGP 8x,2003
GeForce FX 5200 Ultra,4,Rankine,,1x Molex,0.128,AGP 8x,2003
GeForce FX 5200 Ultra Mac Edition,4,Rankine,,,0.128,AGP Pro 8x,2003
GeForce FX 5600,4,Rankine,37.0,,0.128,AGP 8x,2003
GeForce FX 5600 Ultra,4,Rankine,,1x Molex,0.128,AGP 8x,2003
GeForce FX 5600 XT,4,Rankine,,,0.128,AGP 8x,2003
GeForce FX 5600 XT PCI,4,Rankine,,,0.064,PCI,2003
GeForce FX 5700,4,Rankine,25.0,,0.128,AGP 8x,2003
GeForce FX 5700 Engineering Sample,4,Rankine,25.0,1x Molex,0.128,AGP 8x,2003
GeForce FX 5700 Ultra,4,Rankine,46.0,1x Molex,0.128,AGP 8x,2003
GeForce FX 5800,4,Rankine,44.0,1x Molex,0.128,AGP 8x,2003
GeForce FX 5800 Ultra,4,Rankine,,1x Molex,0.128,AGP 8x,2003
GeForce FX 5900,4,Rankine,,1x Molex,0.128,AGP 8x,2003
GeForce FX 5900 Ultra,4,Rankine,59.0,1x Molex,0.25,AGP 8x,2003
GeForce FX 5900 XT,4,Rankine,35.0,1x Molex,0.128,AGP 8x,2003
GeForce FX 5900 ZT,4,Rankine,,1x Molex,0.128,AGP 8x,2003
GeForce FX 5950 Ultra,4,Rankine,74.0,1x Molex,0.25,AGP 8x,2003
GeForce FX Go5100,4,Rankine,,,0.032,AGP 8x,2003
GeForce FX Go5200,4,Rankine,,,0.032,AGP 8x,2003
GeForce FX Go5200 32M,4,Rankine,,,0.032,AGP 8x,2003
GeForce FX Go5200 64M,4,Rankine,,,0.064,AGP 8x,2003
GeForce FX Go5200 NPB 32M,4,Rankine,,,0.032,AGP 8x,2003
GeForce FX Go5200 NPB 64M,4,Rankine,,,0.064,AGP 8x,2003
GeForce FX Go5250,4,Rankine,,,0.064,AGP 8x,2003
GeForce FX Go5300,4,Rankine,,,0.064,AGP 8x,2003
GeForce FX Go5350,4,Rankine,,,0.064,AGP 8x,2003
GeForce FX Go5600,4,Rankine,,,0.128,AGP 8x,2003
GeForce FX Go5650,4,Rankine,,,0.128,AGP 8x,2003
GeForce PCX 5900,4,Rankine,,,0.128,PCIe 1.0 x16,2003
GeForce4 MX 4000,4,Celsius,,,0.128,AGP 8x,2003
GeForce4 MX 4000 PCI,4,Celsius,,,0.128,PCI,2003
GeForce4 MX 4000 Rev. 2,4,Celsius,,,0.128,AGP 8x,2003
GeForce4 Ti 4800,4,Kelvin,,,0.128,AGP 8x,2003
GeForce4 Ti 4800 SE,4,Kelvin,,,0.128,AGP 8x,2003
Quadro FX 1000,4,Rankine,,1x Molex,0.128,AGP 8x,2003
Quadro FX 2000,4,Rankine,,1x Molex,0.128,AGP 8x,2003
Quadro FX 3000,4,Rankine,,1x Molex,0.25,AGP 8x,2003
Quadro FX 3000G,4,Rankine,,1x Molex,0.25,AGP 8x,2003
Quadro FX 500,4,Rankine,,,0.128,AGP 8x,2003
Quadro FX Go700,4,Rankine,,,0.128,AGP 4x,2003
Quadro NVS 210S,4,Curie,11.0,,,PCI,2003
Quadro NVS 280 PCI,4,Rankine,13.0,,0.064,PCI,2003
Quadro4 100 NVS,4,Celsius,10.0,,0.064,AGP 4x,2003
Quadro4 100 NVS PCI,4,Celsius,10.0,,0.064,PCI,2003
Quadro4 200 NVS,4,Celsius,11.0,,0.064,AGP 4x,2003
Quadro4 700 Go GL,4,Kelvin,,,0.064,AGP 4x,2003
Extreme Graphics 2,2,Generation 2.0,,,,FSB,2003
i852GM Graphics,2,Generation 2.0,,,,FSB,2003
All-In-Wonder 9000 PRO,0,Rage 7,,,0.064,AGP 8x,2003
All-In-Wonder 9600,0,R300,,,0.128,AGP 8x,2003
All-In-Wonder 9600 PRO,0,R300,,,0.128,AGP 8x,2003
All-In-Wonder 9700 PRO,0,R300,,,0.128,AGP 8x,2003
All-In-Wonder 9800 PRO,0,R300,,Floppy,0.128,AGP 8x,2003
All-In-Wonder 9800 SE,0,R300,,,0.128,AGP 8x,2003
FireGL 9600 T2-128,0,R300,,,0.128,AGP 8x,2003
FireGL 9600 T2-64S,0,R300,,,0.064,AGP 8x,2003
FireGL 9800 X2-256,0,R300,,1x Molex,0.25,AGP 8x,2003
FireGL 9800 X2-256T,0,R300,,1x Molex,0.25,AGP 8x,2003
Mobility FireGL T2,0,R300,,,0.128,AGP 4x,2003
Mobility Radeon,0,Rage 6,,,0.016,AGP 4x,2003
Mobility Radeon 7000 IGP,0,Rage 6,,,,AGP 4x,2003
Mobility Radeon 9000 IGP,0,Rage 7,,,,AGP 4x,2003
Mobility Radeon 9100 IGP,0,Rage 7,,,,AGP 4x,2003
Mobility Radeon 9100 PRO IGP,0,Rage 7,,,,AGP 4x,2003
Mobility Radeon 9200,0,Rage 7,,,0.032,AGP 4x,2003
Radeon 9100,0,Rage 7,28.0,,0.064,AGP 4x,2003
Radeon 9100 PCI,0,Rage 7,,,0.064,PCI,2003
Radeon 9200,0,Rage 7,28.0,,0.128,AGP 8x,2003
Radeon 9200 LE,0,Rage 7,28.0,1x Molex,0.064,AGP 8x,2003
Radeon 9200 PCI,0,Rage 7,28.0,,0.128,PCI,2003
Radeon 9200 PRO,0,Rage 7,28.0,,0.128,AGP 8x,2003
Radeon 9200 SE,0,Rage 7,28.0,,0.064,AGP 8x,2003
Radeon 9200 SE PCI,0,Rage 7,28.0,,0.064,PCI,2003
Radeon 9500,0,R300,12.0,,0.064,AGP 8x,2003
Radeon 9550,0,R300,,,0.064,AGP 8x,2003
Radeon 9550 SE,0,R300,,,0.064,AGP 8x,2003
Radeon 9600,0,R300,12.0,,0.064,AGP 8x,2003
Radeon 9600 PRO,0,R300,18.0,,0.128,AGP 8x,2003
Radeon 9600 SE,0,R300,,,0.064,AGP 8x,2003
Radeon 9600 TX,0,R300,,Floppy,0.128,AGP 8x,2003
Radeon 9600 XT,0,R300,22.0,,0.128,AGP 8x,2003
Radeon 9800,0,R300,37.0,1x Molex,0.128,AGP 8x,2003
Radeon 9800 PRO,0,R300,47.0,1x Molex,0.25,AGP 8x,2003
Radeon 9800 PRO 128-bit,0,R300,47.0,1x Molex,0.128,AGP 8x,2003
Radeon 9800 PRO 256-bit,0,R300,47.0,1x Molex,0.128,AGP 8x,2003
Radeon 9800 SE,0,R300,,Floppy,0.128,AGP 8x,2003
Radeon 9800 XT,0,R300,60.0,1x Molex,0.25,AGP 8x,2003
Radeon 9800 XXL,0,R300,,Floppy,0.128,AGP 8x,2003
Millenium P650,3,Parhelia,,,0.064,AGP 8x,2003
Millenium P650 LP MDD PCIe,3,Parhelia,,,0.128,PCIe 1.0 x16,2003
Millenium P650 PCIe,3,Parhelia,,,0.128,PCIe 1.0 x16,2003
Millenium P750,3,Parhelia,,,0.128,AGP 8x,2003
Parhelia DL256,3,Parhelia,,,0.25,PCI-X,2003
Parhelia HR256,3,Parhelia,,,0.25,PCI-X,2003
Parhelia PCI,3,Parhelia,,,0.25,PCI-X,2003
Parhelia Precision SDT,3,Parhelia,,,0.25,PCI-X,2003
Parhelia Precision SGT,3,Parhelia,,,0.25,PCI-X,2003
Volari Duo V5 Ultra,6,XG4,,,0.25,AGP 8x,2003
Volari Duo V8 Ultra,6,XG4,,2x Molex,0.128,AGP 8x,2003
Volari V3,6,XG4,,,0.128,AGP 8x,2003
Volari V3 XT,6,XG4,,,0.128,AGP 8x,2003
Volari V5,6,XG4,,,0.25,AGP 8x,2003
Volari V5 Ultra,6,XG4,,,0.25,AGP 8x,2003
Volari V8,6,XG4,,,0.25,AGP 8x,2003
Volari V8 Ultra,6,XG4,,,0.25,AGP 8x,2003
GeForce 6100,4,Curie,,,,PCI,2004
GeForce 6100 + nForce 400,4,Curie,,,,PCI,2004
GeForce 6100 + nForce 405,4,Curie,,,,PCI,2004
GeForce 6100 + nForce 420,4,Curie,,,,PCI,2004
GeForce 6100 + nForce 430,4,Curie,,,,PCI,2004
GeForce 6150,4,Curie,,,,PCI,2004
GeForce 6150 LE,4,Curie,,,,PCI,2004
GeForce 6150 SE + nForce 430,4,Curie,,,,PCI,2004
GeForce 6200,4,Curie,,,0.128,PCIe 1.0 x16,2004
GeForce 6200 LE AGP 512 MB,4,Curie,,,0.5,AGP 8x,2004
GeForce 6200 LE PCI,4,Curie,,,0.25,PCI,2004
GeForce 6200 SE TurboCache,4,Curie,,,0.064,PCIe 1.0 x16,2004
GeForce 6200 TurboCache,4,Curie,,,0.064,AGP 4x,2004
GeForce 6600,4,Curie,,,0.25,PCIe 1.0 x16,2004
GeForce 6600 AGP,4,Curie,,,0.128,AGP 8x,2004
GeForce 6600 GT,4,Curie,,,0.128,PCIe 1.0 x16,2004
GeForce 6600 GT AGP,4,Curie,47.0,1x Molex,0.128,AGP 8x,2004
GeForce 6600 GT Dual,4,Curie,,1x 6-pin,0.128,PCIe 1.0 x16,2004
GeForce 6610 XL,4,Curie,,,0.128,PCIe 1.0 x16,2004
GeForce 6700 XL,4,Curie,,1x 6-pin,0.128,PCIe 1.0 x16,2004
GeForce 6800,4,Curie,,1x Molex,0.25,AGP 8x,2004
GeForce 6800 GT,4,Curie,,1x Molex,0.128,AGP 8x,2004
GeForce 6800 GT DDL,4,Curie,80.0,,0.25,AGP Pro 8x,2004
GeForce 6800 GT Dual,4,Curie,,1x 6-pin,0.25,PCIe 1.0 x16,2004
GeForce 6800 GTO,4,Curie,,1x 6-pin,0.25,PCIe 1.0 x16,2004
GeForce 6800 LE,4,Curie,,,0.25,PCIe 1.0 x16,2005
GeForce 6800 Ultra,4,Curie,81.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
GeForce 6800 Ultra DDL,4,Curie,100.0,,0.25,AGP Pro 8x,2004
GeForce FX 5500,4,Rankine,,,0.064,AGP 8x,2004
GeForce FX 5500 PCI,4,Rankine,,,0.25,PCI,2004
GeForce FX 5700 EP,4,Rankine,,,0.128,AGP 8x,2004
GeForce FX 5700 LE,4,Rankine,,,0.128,AGP 8x,2004
GeForce FX 5700 VE,4,Rankine,,,0.128,AGP 8x,2004
GeForce Go 6800,4,Curie,45.0,,0.25,MXM-III,2004
GeForce PCX 4300,4,Celsius,,,0.064,PCIe 1.0 x16,2004
GeForce PCX 5300,4,Rankine,,,0.128,PCIe 1.0 x16,2004
GeForce PCX 5750,4,Rankine,50.0,,0.128,PCIe 1.0 x16,2004
GeForce PCX 5950,4,Rankine,57.0,,0.25,PCIe 1.0 x16,2004
Quadro FX 1100,4,Rankine,,1x Molex,0.128,AGP 8x,2004
Quadro FX 1300,4,Rankine,55.0,,0.128,PCIe 1.0 x16,2004
Quadro FX 1400,4,Curie,55.0,,0.128,PCIe 1.0 x16,2004
Quadro FX 330,4,Rankine,21.0,,0.064,PCIe 1.0 x16,2004
Quadro FX 3400,4,Curie,101.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
Quadro FX 4000,4,Curie,142.0,2x Molex,0.25,AGP 8x,2004
Quadro FX 4000 SDI,4,Curie,150.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
Quadro FX 540,4,Curie,25.0,,0.128,PCIe 1.0 x16,2004
